ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Nantes,Nord,Appartement,51.8145353981143,2,1.0,7,1,Correct,,1,1,1.0,Pompe à chaleur,D,9.827097763235056,316.99250770848505,2.0,2022-12-19,169435.7229079195
Marseille,Prado,Appartement,85.94961247906225,3,2.0,6,1,Correct,2021.0,0,0,2.0,Individuel électrique,E,2.413238157343175,190.23965107897837,9.0,2023-08-12,326100.5703711507
Strasbourg,Sud,Maison,169.86363081854358,4,3.0,0,0,Correct,,1,1,1.0,Collectif,B,13.143827995334192,160.48828980095132,4.0,2022-02-17,417018.95596183126
Le Havre,Centre,Appartement,171.41724979051673,5,4.0,3,1,Très bon,1854.0,0,1,1.0,Individuel électrique,F,4.970641313008283,21.233558365877947,,2020-01-28,453653.10952357925
Rennes,Centre,Appartement,86.87864550682191,3,1.0,10,1,Très bon,2010.0,1,0,0.0,Individuel électrique,,0.897766649274989,400.02900086629876,5.0,2020-11-20,380560.3038756388
Rennes,Est,Maison,159.65819916978413,4,,0,0,Bon,2013.0,1,0,0.0,Individuel électrique,D,10.48093428388836,154.1706096143341,5.0,2021-12-21,371090.2747356816
Nice,Nord,Maison,166.85507394866795,4,4.0,0,0,Bon,1994.0,0,0,1.0,,E,12.227145438052911,172.11734197813925,,2021-12-22,469340.0419726693
Toulouse,Est,Appartement,80.72148023649572,3,2.0,3,0,Bon,2016.0,0,1,0.0,Individuel électrique,F,1.409671981462508,182.2108588528424,4.0,2022-07-04,266054.9307243491
Nice,Ouest,Maison,150.2205639292141,7,,0,0,Bon,1942.0,1,0,0.0,Collectif,B,8.482436806261378,87.71939462854156,3.0,2022-01-12,629587.1680479033
Montpellier,Nord,Loft,70.63115863301982,4,3.0,3,1,Bon,1983.0,0,0,0.0,Pompe à chaleur,,10.927598846326273,155.04207789084532,6.0,2020-11-05,308712.90345245507
Marseille,Endoume,Appartement,51.93960518262635,2,0.0,1,0,Correct,,0,0,0.0,Individuel électrique,C,11.70146289521727,160.78380443716708,,2021-12-09,137833.57277352217
Dijon,Sud,Maison,154.54752106138534,7,7.0,0,0,À rénover,2020.0,0,1,2.0,Individuel gaz,,1.6604499008835658,257.08078841993915,5.0,2021-11-21,314236.77681378636
Strasbourg,Nord,Appartement,48.77956423868038,2,2.0,0,0,Très bon,2012.0,1,0,1.0,Individuel électrique,G,7.8140178051779206,115.68995111257051,9.0,2021-11-17,161299.5455629597
Angers,Est,Appartement,75.46063953906304,3,2.0,1,0,Correct,,0,0,0.0,Collectif,A,5.612203581561234,631.6966344679385,5.0,2022-11-15,170773.41418444848
Dijon,Est,Appartement,101.34853716844906,4,3.0,3,1,Bon,,0,0,0.0,Individuel électrique,G,5.035491400870374,203.12225914775934,5.0,2021-08-24,209617.65516598645
Nantes,Nord,Appartement,60.00918998377281,3,2.0,2,0,Correct,1981.0,0,0,1.0,Individuel électrique,B,10.234752822300345,651.2871892436024,5.0,2022-12-10,177342.48846915798
Reims,Est,Studio,26.617225655860544,1,,2,0,Bon,2007.0,0,1,1.0,Individuel gaz,D,4.971430139741714,544.7466538340484,1.0,2020-08-07,84396.40848132019
Paris,Montmartre,Appartement,72.21808305931373,4,3.0,0,0,À rénover,,0,0,2.0,Individuel gaz,E,13.309461390555775,335.85311747003306,4.0,2020-02-13,394047.2471981577
Le Havre,Centre,Maison,160.4156741138576,4,3.0,0,0,Bon,1855.0,0,1,1.0,Collectif,,11.553324151519732,687.6007976990028,1.0,2020-06-14,339870.3717253133
Strasbourg,Est,Appartement,75.6992778689501,3,3.0,2,0,Bon,1931.0,0,1,2.0,Collectif,C,11.910713203902926,,9.0,2022-01-17,288406.7271991097
Dijon,Nord,Appartement,44.77739588848597,2,1.0,2,0,Très bon,1963.0,0,0,0.0,Individuel gaz,D,3.174323681107126,87.32942990666847,1.0,2022-01-10,114239.59061135445
Le Havre,Nord,Maison,227.14340725730924,5,5.0,0,0,Correct,1893.0,0,0,1.0,Individuel gaz,F,12.276470526322036,204.36984950632868,6.0,2022-11-18,254867.30838476308
Strasbourg,Est,Studio,28.314578111557775,1,0.0,4,0,À rénover,1879.0,0,0,0.0,Pompe à chaleur,E,1.7204105927623092,296.52066289348454,2.0,2020-02-07,63252.96049276834
Dijon,Centre,Studio,23.199266172221606,1,0.0,2,0,Très bon,1961.0,0,0,1.0,Collectif,D,2.4053406359211293,,5.0,2020-09-08,83478.85335272561
Angers,Est,Studio,33.461917254905536,1,0.0,2,0,Bon,1984.0,0,1,0.0,Individuel électrique,B,3.29663083733829,207.6051794191668,7.0,2022-01-12,95663.71295792237
Reims,Nord,Appartement,99.6592134021523,4,2.0,1,0,Neuf,1990.0,0,1,1.0,Pompe à chaleur,C,1.6470465040032423,62.93847983264037,8.0,2023-11-04,382147.607121612
Paris,Marais,Studio,22.252499193975126,1,0.0,0,0,Neuf,,1,0,1.0,Pompe à chaleur,D,12.0462278626133,528.6319654566531,6.0,2020-11-22,281662.1342665612
Bordeaux,Ouest,Appartement,83.04051257845487,3,2.0,2,0,Très bon,1964.0,0,0,1.0,Pompe à chaleur,C,11.14186723007776,441.14846076420304,8.0,2022-02-22,348661.9283047688
Nantes,Sud,Studio,47.26119272148978,1,0.0,0,0,Correct,1863.0,0,0,1.0,Individuel électrique,D,2.6197157205050603,,8.0,2022-03-30,156438.2783352903
Angers,Est,Duplex,162.2790240213323,5,3.0,1,0,Correct,1941.0,1,0,0.0,Individuel électrique,F,3.095263196534953,471.4952384027784,7.0,2023-02-17,370537.07384716265
Reims,Nord,Appartement,94.11436748503854,4,4.0,2,0,Très bon,1986.0,0,0,0.0,,D,11.411274622649593,113.5052039279426,8.0,2022-10-25,205877.45767024276
Lyon,Presquîle,Appartement,64.38821794141683,3,1.0,0,0,Bon,1965.0,0,0,2.0,Collectif,D,8.748346367608653,204.11553977002367,,2023-09-04,396000.41828157514
Nice,Centre,Maison,135.4287243489095,4,,0,0,Correct,1942.0,1,0,1.0,Individuel gaz,D,2.1210523471046256,330.2533099312358,7.0,2022-03-28,634687.6379748299
Le Havre,Ouest,Studio,23.72632919172172,1,0.0,4,1,Correct,1937.0,1,0,0.0,Individuel gaz,E,7.40337927366479,141.45631507544252,6.0,2022-06-16,50000.0
Rennes,Est,Appartement,109.88748147075131,4,3.0,1,0,Bon,1862.0,1,0,1.0,Individuel électrique,G,4.081428998874435,,7.0,2020-09-19,343442.8072958412
Toulouse,Centre,Duplex,133.97585522717208,5,5.0,4,1,Très bon,2003.0,1,1,0.0,Collectif,G,9.741487584202059,,9.0,2021-09-27,468315.81876702077
Strasbourg,Ouest,Maison,209.5086343081847,6,6.0,0,0,Bon,2009.0,1,0,,Individuel électrique,E,1.977117880191114,,6.0,2023-11-27,567360.2576449688
Montpellier,Nord,Appartement,74.11192179375058,3,3.0,4,1,Bon,1956.0,1,0,2.0,Individuel électrique,D,3.7909053111617697,700.4093535254832,3.0,2020-07-26,300512.66660021216
Rennes,Ouest,Appartement,45.699551647927144,2,2.0,2,0,Très bon,1989.0,0,0,0.0,Collectif,D,2.0814516708861888,,6.0,2022-11-05,173039.43369190226
Dijon,Est,Studio,33.77248599856607,1,0.0,2,0,Très bon,1895.0,1,0,,Individuel électrique,B,4.6148075747155985,381.5595163030461,,2021-01-28,130177.4669559713
Angers,Ouest,Appartement,58.500555167873216,2,1.0,3,1,Neuf,2010.0,1,0,0.0,Pompe à chaleur,C,11.656316902612838,21.44331939780353,,2023-01-07,148271.2464078527
Rennes,Centre,Appartement,102.26497143233391,4,3.0,1,0,Correct,2013.0,0,0,1.0,Individuel gaz,F,6.41482568055027,519.9252495190406,1.0,2021-02-28,333808.23951656494
Paris,Marais,Maison,141.92435860312554,4,,0,0,Neuf,1924.0,1,0,,Individuel électrique,E,8.390567058594211,68.79875899179387,7.0,2022-02-25,1544351.2930468866
Nice,Sud,Maison,181.18934955275375,4,4.0,0,0,Correct,1998.0,1,0,0.0,Individuel électrique,,1.1887054842312113,281.7947770771046,3.0,2021-06-15,765185.7894074746
Angers,Ouest,Maison,199.67332375473688,5,4.0,0,0,Correct,1967.0,1,1,0.0,Collectif,D,2.4121230986793867,161.469429147992,7.0,2023-12-03,390003.1493964652
Marseille,Prado,Appartement,173.16275866215176,4,3.0,0,0,Bon,1987.0,0,0,0.0,Individuel électrique,B,19.42062873588562,355.8225594362823,5.0,2020-10-25,455359.168968739
Paris,Belleville,Studio,29.530920757366665,1,0.0,4,0,Correct,1967.0,0,0,0.0,Pompe à chaleur,F,2.5181378608926925,567.788982834155,2.0,2023-02-02,218414.57411744018
Reims,Sud,Duplex,114.87863491449114,5,5.0,4,0,Correct,1902.0,0,1,0.0,Individuel gaz,C,9.70078935870703,143.90917868621526,,2022-10-04,227332.39940248325
Marseille,Endoume,Appartement,102.55616802163783,4,2.0,3,0,Neuf,2005.0,1,0,2.0,Individuel gaz,D,5.038596095439518,,8.0,2020-07-10,481684.9545178738
Dijon,Nord,Studio,28.442238693929628,1,0.0,6,1,Correct,1904.0,0,0,2.0,Individuel électrique,G,7.142319670003613,182.49904211608376,,2022-06-10,66042.87783461165
Nantes,Sud,Loft,105.04696405872687,5,5.0,3,0,Neuf,1955.0,0,0,0.0,Individuel gaz,C,3.6038577387327404,545.0024400371607,2.0,2022-02-05,523449.17172350216
Dijon,Centre,Maison,146.8792636670476,4,3.0,0,0,Bon,2022.0,1,0,,Collectif,F,4.814585349708466,202.00456555147574,,2021-05-30,360241.62618024746
Strasbourg,Est,Maison,175.37670286576272,4,3.0,0,0,Neuf,1963.0,1,0,1.0,Collectif,C,6.127364159903519,566.4223314121426,6.0,2021-04-17,677250.6056570705
Montpellier,Ouest,Appartement,64.89519262734157,2,2.0,2,0,Très bon,2002.0,1,1,1.0,Individuel gaz,B,5.578152035776112,,9.0,2021-09-15,307540.9419333274
Le Havre,Nord,Maison,241.3340315059225,5,5.0,0,0,Bon,1927.0,1,0,0.0,Individuel électrique,A,0.6157379335333398,382.55798659676475,,2020-10-08,471126.41006507573
Rennes,Centre,Maison,207.42659719069192,6,4.0,0,0,Bon,2004.0,0,0,2.0,Collectif,E,3.1020599515394616,286.4478546239076,2.0,2023-10-18,697839.6354097177
Toulouse,Sud,Studio,31.920217442165598,1,0.0,5,1,Neuf,1966.0,0,0,0.0,Individuel électrique,A,5.166876728930504,928.617430563265,9.0,2022-02-26,143963.36492779115
Marseille,Joliette,Duplex,117.8418618677079,4,3.0,8,1,Bon,1971.0,1,0,0.0,Individuel électrique,G,1.043892778480373,407.5221763696305,10.0,2022-12-11,421394.59039954946
Nice,Sud,Appartement,61.46842385801558,2,1.0,5,1,Correct,2020.0,1,1,0.0,Individuel électrique,C,3.020751153025106,419.24835518498725,10.0,2023-01-12,345190.6595642215
Bordeaux,Sud,Appartement,73.9450634458981,3,2.0,7,1,Neuf,2010.0,0,1,1.0,Individuel électrique,E,5.817216099081822,851.9406664591613,6.0,2020-04-30,447279.01792212186
Le Havre,Nord,Appartement,71.88936729990652,4,4.0,0,0,Correct,1953.0,0,0,1.0,Individuel gaz,F,4.6948610260782795,169.89001231516662,1.0,2020-04-30,122150.13674815469
Nantes,Centre,Studio,57.27273711837073,1,0.0,0,0,À rénover,2018.0,1,0,0.0,Individuel électrique,B,4.623541924929549,148.29506482430187,7.0,2023-07-16,173209.3549102906
Angers,Ouest,Appartement,70.70054417647933,3,2.0,1,0,Très bon,1909.0,1,0,2.0,Individuel électrique,D,8.670661205213296,952.3505398700013,4.0,2022-01-19,198915.58379932866
Bordeaux,Nord,Maison,194.2494439743466,6,6.0,0,0,Bon,1868.0,1,0,0.0,Collectif,C,2.404877139834892,623.0637338962376,6.0,2021-03-28,722453.350722148
Angers,Est,Appartement,88.31919693807234,4,3.0,5,1,Bon,1973.0,0,0,0.0,Collectif,A,6.902520828446319,225.29423579450952,8.0,2020-02-25,227516.67959511612
Nantes,Sud,Maison,137.9171881492053,6,4.0,0,0,Bon,1997.0,0,1,0.0,Individuel électrique,D,4.50911926944649,259.9246472120372,9.0,2021-05-05,422376.35442575946
Lyon,Croix-Rousse,Appartement,70.28964786241443,4,3.0,2,0,À rénover,1936.0,1,0,1.0,Collectif,D,8.592041520800779,,9.0,2023-06-16,209985.61648513228
Le Havre,Nord,Loft,139.65303435388967,7,6.0,3,0,Bon,1902.0,0,0,0.0,Individuel gaz,E,6.3100990034732884,169.1471427854785,2.0,2020-09-05,274711.8241531049
Nice,Nord,Maison,134.48045044402312,5,,0,0,Bon,2005.0,1,0,2.0,Individuel électrique,C,2.362665598344676,263.17326619867384,9.0,2022-08-13,707937.3455881217
Reims,Ouest,Duplex,200.7765252195676,6,5.0,1,0,Bon,2022.0,0,0,,Individuel gaz,E,31.571694953773715,371.2923786062099,4.0,2023-12-30,197371.21399844118
Rennes,Sud,Maison,177.87605254582027,4,3.0,0,0,Neuf,,0,0,0.0,Individuel électrique,D,1.5098203395615677,132.78987457312,4.0,2021-01-09,688900.728042953
Bordeaux,Nord,Appartement,64.67099212477821,2,1.0,5,1,Très bon,2021.0,1,0,,Individuel électrique,E,6.412191345544439,251.997693849071,7.0,2020-07-24,332397.30383988377
Montpellier,Est,Appartement,53.81678573088605,2,1.0,6,1,Bon,2004.0,0,0,0.0,Pompe à chaleur,D,0.9406457449957311,363.5080054147317,1.0,2020-02-20,203763.7161336554
Strasbourg,Ouest,Duplex,173.84386583973617,7,6.0,1,0,Bon,1940.0,1,1,1.0,Collectif,B,11.426521312359725,55.144187632240936,1.0,2022-07-10,641826.1593778754
Paris,Belleville,Studio,28.701115709658467,1,0.0,1,0,Très bon,1910.0,0,0,0.0,Individuel gaz,G,5.018234992349996,320.67586530014,,2021-12-10,260618.66636405603
Toulouse,Sud,Appartement,86.32123021738693,4,3.0,2,0,Bon,2001.0,0,0,0.0,Collectif,E,7.5415765793237455,,2.0,2022-04-01,245243.7514843359
Reims,Ouest,Studio,22.032294117774903,1,1.0,1,0,Bon,1985.0,0,0,0.0,,G,1.7043172135591984,110.13054297344014,10.0,2020-05-07,50000.0
Strasbourg,Ouest,Appartement,62.27297347606122,2,1.0,3,0,Bon,2002.0,0,0,2.0,Collectif,E,5.746446173330246,237.78424085101798,7.0,2022-04-12,174259.81447716083
Rennes,Ouest,Appartement,100.53137646864289,5,4.0,5,1,Bon,1990.0,0,0,1.0,Individuel électrique,D,5.8819362888032565,365.736843382314,,2023-01-26,373519.2303012284
Strasbourg,Centre,Appartement,118.6410441403318,4,,5,1,Neuf,,0,0,1.0,,E,0.8634449954097676,,1.0,2020-04-29,598065.0633090612
Angers,Ouest,Studio,23.550299235129536,1,0.0,1,0,À rénover,2017.0,1,1,0.0,Individuel gaz,E,2.5573126339681744,176.16512576905942,7.0,2020-12-24,50000.0
Nantes,Est,Appartement,85.58900536900993,3,2.0,1,0,Bon,1995.0,1,0,0.0,Individuel gaz,D,5.898113588589326,598.4754800035711,2.0,2021-02-05,259713.99379002754
Montpellier,Est,Appartement,85.16955592025928,3,2.0,2,0,Neuf,1856.0,0,0,0.0,Individuel gaz,E,4.810564481077559,286.4957545667672,10.0,2022-09-09,331122.4740181649
Rennes,Sud,Appartement,100.52196606809305,4,3.0,0,0,Neuf,1989.0,1,0,1.0,Individuel électrique,C,7.464838074022496,258.43978975273626,2.0,2020-06-28,495997.2499192914
Le Havre,Nord,Appartement,87.69970897311705,3,2.0,0,0,Très bon,1974.0,0,0,0.0,Individuel électrique,B,3.2520545753390424,368.10521870507347,5.0,2022-06-23,212017.99608535547
Nantes,Nord,Maison,204.52449037879202,6,5.0,0,0,Bon,1918.0,0,0,0.0,Individuel électrique,E,3.6142676708857957,347.4013958124839,7.0,2020-03-23,548503.4163509208
Lille,Centre,Appartement,45.385463919477374,2,2.0,1,0,Bon,1964.0,0,0,0.0,Individuel électrique,D,4.018176929659153,,,2020-06-24,148110.06748502352
Marseille,Endoume,Appartement,84.37256914117772,3,2.0,2,0,Correct,1972.0,0,0,0.0,Collectif,E,4.880033823222097,285.40436747059624,10.0,2021-10-09,259102.30360334564
Toulouse,Centre,Duplex,86.62169761989665,3,1.0,3,0,Bon,1967.0,0,0,0.0,Individuel gaz,D,6.703577381529698,,9.0,2022-05-15,308983.7938363938
Dijon,Sud,Appartement,82.18762309425175,4,3.0,5,0,Bon,1964.0,0,0,0.0,Individuel gaz,A,4.021342463761181,61.23609998303304,8.0,2020-09-24,266760.26503468864
Marseille,Castellane,Appartement,105.17557233355967,7,6.0,1,0,À rénover,1982.0,1,0,0.0,Individuel gaz,G,7.0675087273677075,255.22446402077549,7.0,2021-08-11,216118.78026228692
Paris,Montmartre,Maison,182.11785850548807,6,6.0,0,0,Très bon,1985.0,0,0,0.0,Individuel électrique,B,8.448192936767471,289.8991688854287,5.0,2023-01-10,1332882.280330561
Angers,Sud,Maison,205.7485844628024,4,4.0,0,0,Bon,1988.0,1,0,1.0,Collectif,E,4.968384974356418,381.3836432134795,3.0,2023-01-17,365908.5316064362
Lille,Ouest,Studio,41.62404453834063,1,0.0,6,1,Très bon,,0,1,2.0,Collectif,D,12.535003515479286,391.4786327541035,6.0,2020-11-13,120171.55925486775
Nice,Est,Appartement,96.20116984981026,3,3.0,0,0,Bon,2004.0,1,1,1.0,Individuel gaz,C,1.684479664972716,188.0562618799045,6.0,2021-01-31,683039.7991428179
Angers,Sud,Loft,125.16427985183927,4,,2,0,Bon,1977.0,1,1,0.0,Individuel électrique,E,2.897284612147006,,8.0,2021-01-29,418972.5676621549
Paris,Marais,Studio,34.41876716694279,1,,4,1,Correct,1900.0,0,0,1.0,Individuel gaz,C,5.167197673661142,231.01054904346492,,2020-10-14,329759.87017438526
Paris,Bastille,Studio,43.96709880838225,1,0.0,1,0,Bon,1956.0,1,0,,,B,2.4745448032496418,264.8604985414576,3.0,2022-10-15,452918.18821723835
Lyon,Part-Dieu,Appartement,149.9821880327583,5,5.0,4,0,Bon,1852.0,0,0,0.0,Individuel gaz,E,7.253923363827193,389.4176860636764,6.0,2023-02-01,630253.7409678445
Le Havre,Sud,Appartement,61.03703927407379,3,3.0,6,1,Neuf,1979.0,1,1,0.0,Individuel électrique,C,4.985459206177396,272.1325470867107,3.0,2022-07-24,190591.34631282324
Toulouse,Ouest,Maison,155.40730380180042,4,4.0,0,0,Bon,2021.0,1,0,0.0,Individuel électrique,C,13.470459710144294,203.37939100971963,8.0,2020-04-24,360123.8449801452
Nantes,Sud,Loft,144.17943061405805,7,5.0,0,0,Bon,2003.0,0,0,2.0,Collectif,C,3.6995887053081113,192.61594477738313,5.0,2021-01-08,3414425.2660994157
Montpellier,Est,Maison,275.1850694678886,6,,0,0,Très bon,1968.0,1,0,0.0,Collectif,A,5.0818509855318545,293.6890740673506,3.0,2021-08-25,909339.9698936293
Le Havre,Nord,Appartement,51.30928199428742,2,2.0,3,1,Correct,1989.0,1,1,2.0,Pompe à chaleur,C,4.428855601307154,91.33998609171033,3.0,2020-03-27,120803.48252459412
Marseille,Endoume,Appartement,53.51395521303999,2,0.0,0,0,Très bon,1993.0,1,0,,Individuel électrique,C,4.33128728536268,608.9823531536633,6.0,2020-03-21,218906.4804610656
Paris,Marais,Maison,176.38140888707537,5,4.0,0,0,Bon,1979.0,0,0,2.0,Individuel gaz,,12.80868716561487,125.88121547577022,1.0,2021-10-26,1420454.178900553
Marseille,Castellane,Studio,23.70646555334623,1,0.0,1,0,Bon,2010.0,1,0,1.0,Individuel électrique,D,6.297965498182737,49.74281835125638,5.0,2020-12-30,93947.79726276296
Reims,Nord,Appartement,80.781175479771,4,3.0,0,0,Bon,1950.0,1,0,0.0,Individuel électrique,E,1.7982893058053908,119.62296518977544,1.0,2021-04-04,196604.96843731494
Marseille,Vieux-Port,Appartement,96.41249980439268,4,3.0,4,1,Bon,1986.0,0,1,1.0,Individuel gaz,D,6.573620813284991,41.61190597462036,4.0,2023-06-18,504360.00764559576
Nice,Centre,Appartement,75.28820292002214,3,2.0,1,0,Correct,1895.0,0,0,1.0,Individuel électrique,E,1.9482099021867998,246.00534089844734,10.0,2021-06-28,462742.5205005308
Rennes,Est,Maison,155.65408841868776,5,4.0,0,0,Bon,1918.0,0,1,1.0,Individuel gaz,F,3.339684564856596,1053.5881226840963,10.0,2023-06-04,475952.36936377094
Reims,Nord,Studio,39.631998794226675,1,1.0,1,0,Bon,2016.0,0,1,1.0,,D,5.657323497388237,,3.0,2021-03-02,92810.28449944526
Reims,Ouest,Studio,20.105844395506306,1,1.0,1,0,Bon,1974.0,1,0,0.0,Individuel gaz,E,9.634260602154058,379.5652371047169,5.0,2021-07-01,50000.0
Toulouse,Nord,Maison,147.80289689274474,4,,0,0,Bon,,1,1,1.0,Collectif,G,4.700606972226139,152.54051062256426,3.0,2023-05-29,376945.2671983115
Le Havre,Nord,Appartement,82.64514642797616,3,1.0,1,0,Bon,2008.0,0,1,1.0,Individuel gaz,E,7.140681459447496,178.40982122036044,,2023-11-03,191391.53421081443
Toulouse,Centre,Maison,192.9974404989189,5,,0,0,Très bon,2016.0,1,1,0.0,Collectif,C,1.2797944732500277,,7.0,2022-02-13,776547.1117610229
Bordeaux,Est,Duplex,137.55378379878002,4,3.0,1,0,Bon,,1,1,0.0,,D,4.4458898907118485,88.95562955025747,10.0,2022-04-05,575640.8179686179
Strasbourg,Est,Loft,101.69205792291058,4,2.0,4,1,Correct,1989.0,0,1,0.0,Collectif,,8.205733665785823,127.48699414273533,6.0,2020-08-05,425408.0186707983
Toulouse,Nord,Loft,84.10120425304963,3,,8,1,Très bon,1982.0,0,0,2.0,Collectif,,6.83555975300493,494.6094611834904,6.0,2023-05-11,357476.3721930442
Marseille,Prado,Appartement,60.22541096572698,2,2.0,3,0,Bon,1979.0,1,0,2.0,Individuel électrique,A,11.354894269346413,192.21139338504588,1.0,2023-09-26,229078.5457398404
Nantes,Sud,Studio,22.816536015076636,1,1.0,4,1,Très bon,1920.0,1,0,2.0,Pompe à chaleur,D,6.620196472758979,253.4258238923295,7.0,2021-05-18,92261.1690999419
Marseille,Vieux-Port,Loft,92.28005825722968,4,4.0,6,1,Correct,1997.0,0,0,1.0,Individuel gaz,F,11.046784169619198,54.507806807366215,1.0,2020-05-11,351586.4795279939
Nantes,Ouest,Maison,114.10690936739803,7,6.0,0,0,Neuf,1949.0,1,0,1.0,Individuel gaz,E,9.448964968353373,114.50350170665342,,2020-06-10,348713.4570967607
Rennes,Ouest,Appartement,56.01521828836121,2,1.0,3,1,Correct,1936.0,0,0,2.0,Individuel électrique,A,8.03616045915371,184.27032935766076,7.0,2022-11-27,185505.0463127202
Le Havre,Est,Duplex,150.76715417867925,4,4.0,2,0,Correct,1989.0,0,0,2.0,Pompe à chaleur,,3.5965995889208626,123.95700690270208,8.0,2022-12-20,323211.51147535007
Rennes,Centre,Maison,147.72540139220646,5,,0,0,Bon,,0,0,1.0,Individuel gaz,C,10.66751596211801,280.1923181481481,8.0,2020-08-10,445010.8934920227
Le Havre,Est,Appartement,88.5874246569457,3,2.0,8,1,Neuf,1970.0,1,1,0.0,Individuel gaz,B,5.915247484956059,114.28451181833358,10.0,2023-12-03,260902.91814961945
Le Havre,Ouest,Appartement,47.237834998110564,2,,7,1,Correct,1949.0,0,0,2.0,Individuel gaz,B,3.990540748996399,254.56068549019136,1.0,2022-12-25,99935.94828436422
Reims,Nord,Maison,159.34395629298342,5,4.0,0,0,Très bon,2003.0,1,0,1.0,Individuel électrique,D,1.6655420406497137,650.6582207711872,10.0,2023-12-15,378658.0903909656
Bordeaux,Centre,Appartement,68.3910666077843,3,3.0,1,0,À rénover,2018.0,0,0,,Individuel gaz,C,2.58918554999991,,4.0,2022-01-20,252011.532702069
Nantes,Centre,Appartement,95.58692472018885,4,2.0,5,1,Correct,2003.0,0,0,0.0,Individuel électrique,A,3.2977119632771292,111.03580175605275,10.0,2022-11-07,415686.16593262315
Reims,Sud,Studio,30.60354807505733,1,0.0,4,1,Correct,1960.0,1,0,2.0,Individuel électrique,F,8.83499855337491,123.48972592025845,3.0,2023-10-26,56848.987775321235
Toulouse,Nord,Studio,25.769079852462525,1,0.0,4,1,Bon,1925.0,0,0,,Individuel électrique,D,2.698668604696179,437.12679220674465,2.0,2023-02-02,76525.56331834455
Angers,Nord,Studio,35.91243732235493,1,1.0,6,1,Correct,1988.0,0,1,0.0,Individuel électrique,E,3.5112429261925096,105.98600784644742,5.0,2023-12-10,92339.70640861584
Nice,Est,Appartement,77.58645950441067,3,3.0,4,1,Correct,2012.0,1,0,0.0,Individuel électrique,E,3.073497688963077,249.94268773727526,9.0,2023-02-12,382772.0015517658
